m,TagName,
"2020-12-01 00:00:00","c#","5713"
"2020-12-01 00:00:00","c++","4432"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","533"
"2020-12-01 00:00:00","java","7757"
"2020-12-01 00:00:00","javascript","15928"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4778"
"2020-12-01 00:00:00","python","22048"
"2020-12-01 00:00:00","r","4326"
"2020-12-01 00:00:00","ruby","497"
"2020-12-01 00:00:00","swift","2088"
"2021-01-01 00:00:00","assembly","306"
"2021-01-01 00:00:00","c","2557"
"2021-01-01 00:00:00","c#","6156"
"2021-01-01 00:00:00","c++","4087"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","563"
"2021-01-01 00:00:00","java","7996"
"2021-01-01 00:00:00","javascript","16773"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4742"
"2021-01-01 00:00:00","python","22755"
"2021-01-01 00:00:00","r","4335"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2298"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2230"
"2021-02-01 00:00:00","c#","5767"
"2021-02-01 00:00:00","c++","4073"
"2021-02-01 00:00:00","delphi","188"
"2021-02-01 00:00:00","go","564"
"2021-02-01 00:00:00","java","7532"
"2021-02-01 00:00:00","javascript","15179"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4376"
"2021-02-01 00:00:00","python","21285"
"2021-02-01 00:00:00","r","4315"
"2021-02-01 00:00:00","ruby","529"
"2021-02-01 00:00:00","swift","2244"
"2021-03-01 00:00:00","assembly","317"
"2021-03-01 00:00:00","c","2473"
"2021-03-01 00:00:00","c#","6350"
"2021-03-01 00:00:00","c++","4272"
"2021-03-01 00:00:00","delphi","254"
"2021-03-01 00:00:00","go","751"
"2021-03-01 00:00:00","java","8617"
"2021-03-01 00:00:00","javascript","16663"
"2021-03-01 00:00:00","perl","151"
"2021-03-01 00:00:00","php","4725"
"2021-03-01 00:00:00","python","23685"
"2021-03-01 00:00:00","r","5158"
"2021-03-01 00:00:00","ruby","495"
"2021-03-01 00:00:00","swift","2368"
"2021-04-01 00:00:00","assembly","318"
"2021-04-01 00:00:00","c","2286"
"2021-04-01 00:00:00","c#","5863"
"2021-04-01 00:00:00","c++","3906"
"2021-04-01 00:00:00","delphi","170"
"2021-04-01 00:00:00","go","620"
"2021-04-01 00:00:00","java","7871"
"2021-04-01 00:00:00","javascript","15759"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4290"
"2021-04-01 00:00:00","python","22252"
"2021-04-01 00:00:00","r","4787"
"2021-04-01 00:00:00","ruby","515"
"2021-04-01 00:00:00","swift","2094"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2074"
"2021-05-01 00:00:00","c#","5693"
"2021-05-01 00:00:00","c++","4157"
"2021-05-01 00:00:00","delphi","167"
"2021-05-01 00:00:00","go","638"
"2021-05-01 00:00:00","java","7896"
"2021-05-01 00:00:00","javascript","15705"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4244"
"2021-05-01 00:00:00","python","22243"
"2021-05-01 00:00:00","r","4656"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","swift","1845"
"2021-06-01 00:00:00","assembly","257"
"2021-06-01 00:00:00","c","1859"
"2021-06-01 00:00:00","c#","5588"
"2021-06-01 00:00:00","c++","3798"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","606"
"2021-06-01 00:00:00","java","7534"
"2021-06-01 00:00:00","javascript","14890"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4052"
"2021-06-01 00:00:00","python","20743"
"2021-06-01 00:00:00","r","4268"
"2021-06-01 00:00:00","ruby","417"
"2021-06-01 00:00:00","swift","1776"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1605"
"2021-07-01 00:00:00","c#","5170"
"2021-07-01 00:00:00","c++","3468"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","601"
"2021-07-01 00:00:00","java","6907"
"2021-07-01 00:00:00","javascript","14664"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3877"
"2021-07-01 00:00:00","python","20441"
"2021-07-01 00:00:00","r","4039"
"2021-07-01 00:00:00","ruby","444"
"2021-07-01 00:00:00","swift","1949"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1522"
"2021-08-01 00:00:00","c#","5080"
"2021-08-01 00:00:00","c++","3225"
"2021-08-01 00:00:00","delphi","133"
"2021-08-01 00:00:00","go","739"
"2021-08-01 00:00:00","java","6701"
"2021-08-01 00:00:00","javascript","14513"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3841"
"2021-08-01 00:00:00","python","19706"
"2021-08-01 00:00:00","r","4028"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1878"
"2021-09-01 00:00:00","assembly","190"
"2021-09-01 00:00:00","c","1697"
"2021-09-01 00:00:00","c#","5018"
"2021-09-01 00:00:00","c++","3572"
"2021-09-01 00:00:00","delphi","133"
"2021-09-01 00:00:00","go","615"
"2021-09-01 00:00:00","java","6574"
"2021-09-01 00:00:00","javascript","14316"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3696"
"2021-09-01 00:00:00","python","18883"
"2021-09-01 00:00:00","r","3891"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1611"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2085"
"2021-10-01 00:00:00","c#","5248"
"2021-10-01 00:00:00","c++","3687"
"2021-10-01 00:00:00","delphi","142"
"2021-10-01 00:00:00","go","697"
"2021-10-01 00:00:00","java","6518"
"2021-10-01 00:00:00","javascript","13724"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3581"
"2021-10-01 00:00:00","python","19676"
"2021-10-01 00:00:00","r","4160"
"2021-10-01 00:00:00","ruby","413"
"2021-10-01 00:00:00","swift","1561"
"2021-11-01 00:00:00","assembly","279"
"2021-11-01 00:00:00","c","2199"
"2021-11-01 00:00:00","c#","5547"
"2021-11-01 00:00:00","c++","3786"
"2021-11-01 00:00:00","delphi","138"
"2021-11-01 00:00:00","go","646"
"2021-11-01 00:00:00","java","6867"
"2021-11-01 00:00:00","javascript","13352"
"2021-11-01 00:00:00","perl","76"
"2021-11-01 00:00:00","php","3469"
"2021-11-01 00:00:00","python","19912"
"2021-11-01 00:00:00","r","4017"
"2021-11-01 00:00:00","ruby","391"
"2021-11-01 00:00:00","swift","1529"
"2021-12-01 00:00:00","assembly","263"
"2021-12-01 00:00:00","c","2090"
"2021-12-01 00:00:00","c#","4996"
"2021-12-01 00:00:00","c++","3546"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","710"
"2021-12-01 00:00:00","java","6138"
"2021-12-01 00:00:00","javascript","12986"
"2021-12-01 00:00:00","perl","100"
"2021-12-01 00:00:00","php","3220"
"2021-12-01 00:00:00","python","18895"
"2021-12-01 00:00:00","r","3534"
"2021-12-01 00:00:00","ruby","365"
"2021-12-01 00:00:00","swift","1409"
"2022-01-01 00:00:00","assembly","226"
"2022-01-01 00:00:00","c","1939"
"2022-01-01 00:00:00","c#","5234"
"2022-01-01 00:00:00","c++","3583"
"2022-01-01 00:00:00","delphi","132"
"2022-01-01 00:00:00","go","737"
"2022-01-01 00:00:00","java","6393"
"2022-01-01 00:00:00","javascript","13851"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3359"
"2022-01-01 00:00:00","python","19552"
"2022-01-01 00:00:00","r","3840"
"2022-01-01 00:00:00","ruby","442"
"2022-01-01 00:00:00","swift","1721"
"2022-02-01 00:00:00","assembly","212"
"2022-02-01 00:00:00","c","1667"
"2022-02-01 00:00:00","c#","5060"
"2022-02-01 00:00:00","c++","3174"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","640"
"2022-02-01 00:00:00","java","5874"
"2022-02-01 00:00:00","javascript","12720"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3098"
"2022-02-01 00:00:00","python","19148"
"2022-02-01 00:00:00","r","3902"
"2022-02-01 00:00:00","ruby","403"
"2022-02-01 00:00:00","swift","1591"
"2022-03-01 00:00:00","assembly","232"
"2022-03-01 00:00:00","c","1938"
"2022-03-01 00:00:00","c#","5631"
"2022-03-01 00:00:00","c++","3486"
"2022-03-01 00:00:00","delphi","119"
"2022-03-01 00:00:00","go","755"
"2022-03-01 00:00:00","java","6524"
"2022-03-01 00:00:00","javascript","13480"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3113"
"2022-03-01 00:00:00","python","20589"
"2022-03-01 00:00:00","r","4474"
"2022-03-01 00:00:00","ruby","441"
"2022-03-01 00:00:00","swift","1727"
"2022-04-01 00:00:00","assembly","247"
"2022-04-01 00:00:00","c","1733"
"2022-04-01 00:00:00","c#","5167"
"2022-04-01 00:00:00","c++","3449"
"2022-04-01 00:00:00","delphi","112"
"2022-04-01 00:00:00","go","707"
"2022-04-01 00:00:00","java","6318"
"2022-04-01 00:00:00","javascript","13378"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3159"
"2022-04-01 00:00:00","python","19718"
"2022-04-01 00:00:00","r","4171"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1438"
"2022-05-01 00:00:00","assembly","254"
"2022-05-01 00:00:00","c","1760"
"2022-05-01 00:00:00","c#","5464"
"2022-05-01 00:00:00","c++","3504"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","602"
"2022-05-01 00:00:00","java","6425"
"2022-05-01 00:00:00","javascript","13201"
"2022-05-01 00:00:00","perl","90"
"2022-05-01 00:00:00","php","3349"
"2022-05-01 00:00:00","python","19272"
"2022-05-01 00:00:00","r","4131"
"2022-05-01 00:00:00","ruby","435"
"2022-05-01 00:00:00","swift","1448"
"2022-06-01 00:00:00","assembly","237"
"2022-06-01 00:00:00","c","1553"
"2022-06-01 00:00:00","c#","5275"
"2022-06-01 00:00:00","c++","3058"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","674"
"2022-06-01 00:00:00","java","5681"
"2022-06-01 00:00:00","javascript","12537"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3179"
"2022-06-01 00:00:00","python","18648"
"2022-06-01 00:00:00","r","3884"
"2022-06-01 00:00:00","ruby","423"
"2022-06-01 00:00:00","swift","1499"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1374"
"2022-07-01 00:00:00","c#","5201"
"2022-07-01 00:00:00","c++","2965"
"2022-07-01 00:00:00","delphi","117"
"2022-07-01 00:00:00","go","678"
"2022-07-01 00:00:00","java","5363"
"2022-07-01 00:00:00","javascript","12644"
"2022-07-01 00:00:00","perl","125"
"2022-07-01 00:00:00","php","3069"
"2022-07-01 00:00:00","python","18921"
"2022-07-01 00:00:00","r","3649"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1460"
"2022-08-01 00:00:00","assembly","162"
"2022-08-01 00:00:00","c","1425"
"2022-08-01 00:00:00","c#","5451"
"2022-08-01 00:00:00","c++","2929"
"2022-08-01 00:00:00","delphi","115"
"2022-08-01 00:00:00","go","786"
"2022-08-01 00:00:00","java","5263"
"2022-08-01 00:00:00","javascript","12972"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3100"
"2022-08-01 00:00:00","python","18555"
"2022-08-01 00:00:00","r","3775"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1465"
"2022-09-01 00:00:00","assembly","174"
"2022-09-01 00:00:00","c","1539"
"2022-09-01 00:00:00","c#","4960"
"2022-09-01 00:00:00","c++","2763"
"2022-09-01 00:00:00","delphi","134"
"2022-09-01 00:00:00","go","783"
"2022-09-01 00:00:00","java","5008"
"2022-09-01 00:00:00","javascript","11813"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2817"
"2022-09-01 00:00:00","python","16987"
"2022-09-01 00:00:00","r","3528"
"2022-09-01 00:00:00","ruby","399"
"2022-09-01 00:00:00","swift","1483"
"2022-10-01 00:00:00","assembly","223"
"2022-10-01 00:00:00","c","1878"
"2022-10-01 00:00:00","c#","5007"
"2022-10-01 00:00:00","c++","2915"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","675"
"2022-10-01 00:00:00","java","5248"
"2022-10-01 00:00:00","javascript","11545"
"2022-10-01 00:00:00","perl","80"
"2022-10-01 00:00:00","php","2749"
"2022-10-01 00:00:00","python","18397"
"2022-10-01 00:00:00","r","3903"
"2022-10-01 00:00:00","ruby","371"
"2022-10-01 00:00:00","swift","1321"
"2022-11-01 00:00:00","assembly","267"
"2022-11-01 00:00:00","c","1995"
"2022-11-01 00:00:00","c#","5146"
"2022-11-01 00:00:00","c++","2945"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","693"
"2022-11-01 00:00:00","java","5375"
"2022-11-01 00:00:00","javascript","11640"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2769"
"2022-11-01 00:00:00","python","18740"
"2022-11-01 00:00:00","r","3982"
"2022-11-01 00:00:00","ruby","412"
"2022-11-01 00:00:00","swift","1374"
"2022-12-01 00:00:00","assembly","258"
"2022-12-01 00:00:00","c","1716"
"2022-12-01 00:00:00","c#","4636"
"2022-12-01 00:00:00","c++","2598"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","597"
"2022-12-01 00:00:00","java","4776"
"2022-12-01 00:00:00","javascript","10194"
"2022-12-01 00:00:00","perl","93"
"2022-12-01 00:00:00","php","2349"
"2022-12-01 00:00:00","python","15757"
"2022-12-01 00:00:00","r","3203"
"2022-12-01 00:00:00","ruby","341"
"2022-12-01 00:00:00","swift","1217"
"2023-01-01 00:00:00","assembly","224"
"2023-01-01 00:00:00","c","1429"
"2023-01-01 00:00:00","c#","4678"
"2023-01-01 00:00:00","c++","2399"
"2023-01-01 00:00:00","delphi","107"
"2023-01-01 00:00:00","go","686"
"2023-01-01 00:00:00","java","4662"
"2023-01-01 00:00:00","javascript","9969"
"2023-01-01 00:00:00","perl","71"
"2023-01-01 00:00:00","php","2522"
"2023-01-01 00:00:00","python","14897"
"2023-01-01 00:00:00","r","3250"
"2023-01-01 00:00:00","ruby","326"
"2023-01-01 00:00:00","swift","1197"
"2023-02-01 00:00:00","assembly","169"
"2023-02-01 00:00:00","c","1222"
"2023-02-01 00:00:00","c#","4097"
"2023-02-01 00:00:00","c++","2030"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","617"
"2023-02-01 00:00:00","java","4071"
"2023-02-01 00:00:00","javascript","8432"
"2023-02-01 00:00:00","perl","78"
"2023-02-01 00:00:00","php","2005"
"2023-02-01 00:00:00","python","12958"
"2023-02-01 00:00:00","r","3254"
"2023-02-01 00:00:00","ruby","312"
"2023-02-01 00:00:00","swift","1059"
"2023-03-01 00:00:00","assembly","160"
"2023-03-01 00:00:00","c","1177"
"2023-03-01 00:00:00","c#","4220"
"2023-03-01 00:00:00","c++","2319"
"2023-03-01 00:00:00","delphi","120"
"2023-03-01 00:00:00","go","592"
"2023-03-01 00:00:00","java","4426"
"2023-03-01 00:00:00","javascript","8419"
"2023-03-01 00:00:00","perl","93"
"2023-03-01 00:00:00","php","1879"
"2023-03-01 00:00:00","python","12731"
"2023-03-01 00:00:00","r","3274"
"2023-03-01 00:00:00","ruby","263"
"2023-03-01 00:00:00","swift","1125"
"2023-04-01 00:00:00","assembly","177"
"2023-04-01 00:00:00","c","1092"
"2023-04-01 00:00:00","c#","3292"
"2023-04-01 00:00:00","c++","1759"
"2023-04-01 00:00:00","delphi","113"
"2023-04-01 00:00:00","go","477"
"2023-04-01 00:00:00","java","3558"
"2023-04-01 00:00:00","javascript","6505"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1576"
"2023-04-01 00:00:00","python","9996"
"2023-04-01 00:00:00","r","2570"
"2023-04-01 00:00:00","ruby","198"
"2023-04-01 00:00:00","swift","891"
"2023-05-01 00:00:00","assembly","158"
"2023-05-01 00:00:00","c","977"
"2023-05-01 00:00:00","c#","3215"
"2023-05-01 00:00:00","c++","1623"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","391"
"2023-05-01 00:00:00","java","3284"
"2023-05-01 00:00:00","javascript","6088"
"2023-05-01 00:00:00","perl","52"
"2023-05-01 00:00:00","php","1604"
"2023-05-01 00:00:00","python","9507"
"2023-05-01 00:00:00","r","2346"
"2023-05-01 00:00:00","ruby","222"
"2023-05-01 00:00:00","swift","801"
"2023-06-01 00:00:00","assembly","139"
"2023-06-01 00:00:00","c","812"
"2023-06-01 00:00:00","c#","3229"
"2023-06-01 00:00:00","c++","1637"
"2023-06-01 00:00:00","delphi","107"
"2023-06-01 00:00:00","go","493"
"2023-06-01 00:00:00","java","3303"
"2023-06-01 00:00:00","javascript","5838"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1546"
"2023-06-01 00:00:00","python","9025"
"2023-06-01 00:00:00","r","2198"
"2023-06-01 00:00:00","ruby","190"
"2023-06-01 00:00:00","swift","926"
"2023-07-01 00:00:00","assembly","150"
"2023-07-01 00:00:00","c","837"
"2023-07-01 00:00:00","c#","3266"
"2023-07-01 00:00:00","c++","1655"
"2023-07-01 00:00:00","delphi","92"
"2023-07-01 00:00:00","go","486"
"2023-07-01 00:00:00","java","3132"
"2023-07-01 00:00:00","javascript","5880"
"2023-07-01 00:00:00","perl","65"
"2023-07-01 00:00:00","php","1441"
"2023-07-01 00:00:00","python","8979"
"2023-07-01 00:00:00","r","2015"
"2023-07-01 00:00:00","ruby","200"
"2023-07-01 00:00:00","swift","932"
"2023-08-01 00:00:00","assembly","135"
"2023-08-01 00:00:00","c","794"
"2023-08-01 00:00:00","c#","3082"
"2023-08-01 00:00:00","c++","1512"
"2023-08-01 00:00:00","delphi","93"
"2023-08-01 00:00:00","go","461"
"2023-08-01 00:00:00","java","3035"
"2023-08-01 00:00:00","javascript","5204"
"2023-08-01 00:00:00","perl","48"
"2023-08-01 00:00:00","php","1498"
"2023-08-01 00:00:00","python","8221"
"2023-08-01 00:00:00","r","1992"
"2023-08-01 00:00:00","ruby","175"
"2023-08-01 00:00:00","swift","767"
"2023-09-01 00:00:00","assembly","136"
"2023-09-01 00:00:00","c","820"
"2023-09-01 00:00:00","c#","2646"
"2023-09-01 00:00:00","c++","1380"
"2023-09-01 00:00:00","delphi","98"
"2023-09-01 00:00:00","go","397"
"2023-09-01 00:00:00","java","2671"
"2023-09-01 00:00:00","javascript","4475"
"2023-09-01 00:00:00","perl","58"
"2023-09-01 00:00:00","php","1380"
"2023-09-01 00:00:00","python","6943"
"2023-09-01 00:00:00","r","1737"
"2023-09-01 00:00:00","ruby","165"
"2023-09-01 00:00:00","swift","713"
"2023-10-01 00:00:00","assembly","160"
"2023-10-01 00:00:00","c","883"
"2023-10-01 00:00:00","c#","2619"
"2023-10-01 00:00:00","c++","1545"
"2023-10-01 00:00:00","delphi","143"
"2023-10-01 00:00:00","go","394"
"2023-10-01 00:00:00","java","2652"
"2023-10-01 00:00:00","javascript","4148"
"2023-10-01 00:00:00","perl","52"
"2023-10-01 00:00:00","php","1211"
"2023-10-01 00:00:00","python","7083"
"2023-10-01 00:00:00","r","1726"
"2023-10-01 00:00:00","ruby","163"
"2023-10-01 00:00:00","swift","730"
"2023-11-01 00:00:00","assembly","157"
"2023-11-01 00:00:00","c","893"
"2023-11-01 00:00:00","c#","2622"
"2023-11-01 00:00:00","c++","1320"
"2023-11-01 00:00:00","delphi","97"
"2023-11-01 00:00:00","go","381"
"2023-11-01 00:00:00","java","2581"
"2023-11-01 00:00:00","javascript","3988"
"2023-11-01 00:00:00","perl","43"
"2023-11-01 00:00:00","php","1185"
"2023-11-01 00:00:00","python","6717"
"2023-11-01 00:00:00","r","1655"
"2023-11-01 00:00:00","ruby","132"
"2023-11-01 00:00:00","swift","707"
"2023-12-01 00:00:00","assembly","167"
"2023-12-01 00:00:00","c","808"
"2023-12-01 00:00:00","c#","2247"
"2023-12-01 00:00:00","c++","1296"
"2023-12-01 00:00:00","delphi","69"
"2023-12-01 00:00:00","go","309"
"2023-12-01 00:00:00","java","2020"
"2023-12-01 00:00:00","javascript","3674"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","984"
"2023-12-01 00:00:00","python","5572"
"2023-12-01 00:00:00","r","1341"
"2023-12-01 00:00:00","ruby","129"
"2023-12-01 00:00:00","swift","597"
"2024-01-01 00:00:00","assembly","163"
"2024-01-01 00:00:00","c","786"
"2024-01-01 00:00:00","c#","2294"
"2024-01-01 00:00:00","c++","1430"
"2024-01-01 00:00:00","delphi","84"
"2024-01-01 00:00:00","go","312"
"2024-01-01 00:00:00","java","2235"
"2024-01-01 00:00:00","javascript","3989"
"2024-01-01 00:00:00","perl","33"
"2024-01-01 00:00:00","php","1127"
"2024-01-01 00:00:00","python","6178"
"2024-01-01 00:00:00","r","1551"
"2024-01-01 00:00:00","ruby","148"
"2024-01-01 00:00:00","swift","698"
"2024-02-01 00:00:00","assembly","119"
"2024-02-01 00:00:00","c","725"
"2024-02-01 00:00:00","c#","2293"
"2024-02-01 00:00:00","c++","1317"
"2024-02-01 00:00:00","delphi","102"
"2024-02-01 00:00:00","go","284"
"2024-02-01 00:00:00","java","2199"
"2024-02-01 00:00:00","javascript","3630"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1051"
"2024-02-01 00:00:00","python","6155"
"2024-02-01 00:00:00","r","1540"
"2024-02-01 00:00:00","ruby","136"
"2024-02-01 00:00:00","swift","593"
"2024-03-01 00:00:00","assembly","133"
"2024-03-01 00:00:00","c","690"
"2024-03-01 00:00:00","c#","2257"
"2024-03-01 00:00:00","c++","1239"
"2024-03-01 00:00:00","delphi","91"
"2024-03-01 00:00:00","go","301"
"2024-03-01 00:00:00","java","2247"
"2024-03-01 00:00:00","javascript","3667"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1131"
"2024-03-01 00:00:00","python","5886"
"2024-03-01 00:00:00","r","1439"
"2024-03-01 00:00:00","ruby","121"
"2024-03-01 00:00:00","swift","596"
"2024-04-01 00:00:00","assembly","170"
"2024-04-01 00:00:00","c","674"
"2024-04-01 00:00:00","c#","2268"
"2024-04-01 00:00:00","c++","1191"
"2024-04-01 00:00:00","delphi","101"
"2024-04-01 00:00:00","go","288"
"2024-04-01 00:00:00","java","2039"
"2024-04-01 00:00:00","javascript","3237"
"2024-04-01 00:00:00","perl","25"
"2024-04-01 00:00:00","php","978"
"2024-04-01 00:00:00","python","5789"
"2024-04-01 00:00:00","r","1333"
"2024-04-01 00:00:00","ruby","109"
"2024-04-01 00:00:00","swift","576"
"2024-05-01 00:00:00","assembly","148"
"2024-05-01 00:00:00","c","612"
"2024-05-01 00:00:00","c#","2045"
"2024-05-01 00:00:00","c++","1301"
"2024-05-01 00:00:00","delphi","88"
"2024-05-01 00:00:00","go","253"
"2024-05-01 00:00:00","java","1802"
"2024-05-01 00:00:00","javascript","3101"
"2024-05-01 00:00:00","perl","38"
"2024-05-01 00:00:00","php","931"
"2024-05-01 00:00:00","python","5469"
"2024-05-01 00:00:00","r","1183"
"2024-05-01 00:00:00","ruby","98"
"2024-05-01 00:00:00","swift","494"
"2024-06-01 00:00:00","assembly","83"
"2024-06-01 00:00:00","c","502"
"2024-06-01 00:00:00","c#","1665"
"2024-06-01 00:00:00","c++","987"
"2024-06-01 00:00:00","delphi","63"
"2024-06-01 00:00:00","go","214"
"2024-06-01 00:00:00","java","1407"
"2024-06-01 00:00:00","javascript","2264"
"2024-06-01 00:00:00","perl","29"
"2024-06-01 00:00:00","php","777"
"2024-06-01 00:00:00","python","4206"
"2024-06-01 00:00:00","r","956"
"2024-06-01 00:00:00","ruby","92"
"2024-06-01 00:00:00","swift","473"
"2024-07-01 00:00:00","assembly","86"
"2024-07-01 00:00:00","c","524"
"2024-07-01 00:00:00","c#","1756"
"2024-07-01 00:00:00","c++","1026"
"2024-07-01 00:00:00","delphi","53"
"2024-07-01 00:00:00","go","238"
"2024-07-01 00:00:00","java","1244"
"2024-07-01 00:00:00","javascript","2191"
"2024-07-01 00:00:00","perl","32"
"2024-07-01 00:00:00","php","705"
"2024-07-01 00:00:00","python","4129"
"2024-07-01 00:00:00","r","925"
"2024-07-01 00:00:00","ruby","85"
"2024-07-01 00:00:00","swift","467"
"2024-08-01 00:00:00","assembly","106"
"2024-08-01 00:00:00","c","461"
"2024-08-01 00:00:00","c#","1582"
"2024-08-01 00:00:00","c++","948"
"2024-08-01 00:00:00","delphi","72"
"2024-08-01 00:00:00","go","189"
"2024-08-01 00:00:00","java","1011"
"2024-08-01 00:00:00","javascript","1964"
"2024-08-01 00:00:00","perl","41"
"2024-08-01 00:00:00","php","654"
"2024-08-01 00:00:00","python","3638"
"2024-08-01 00:00:00","r","778"
"2024-08-01 00:00:00","ruby","98"
"2024-08-01 00:00:00","swift","428"
"2024-09-01 00:00:00","assembly","83"
"2024-09-01 00:00:00","c","429"
"2024-09-01 00:00:00","c#","1349"
"2024-09-01 00:00:00","c++","912"
"2024-09-01 00:00:00","delphi","60"
"2024-09-01 00:00:00","go","142"
"2024-09-01 00:00:00","java","1063"
"2024-09-01 00:00:00","javascript","1692"
"2024-09-01 00:00:00","perl","26"
"2024-09-01 00:00:00","php","532"
"2024-09-01 00:00:00","python","2975"
"2024-09-01 00:00:00","r","670"
"2024-09-01 00:00:00","ruby","70"
"2024-09-01 00:00:00","swift","386"
"2024-10-01 00:00:00","assembly","85"
"2024-10-01 00:00:00","c","452"
"2024-10-01 00:00:00","c#","1351"
"2024-10-01 00:00:00","c++","852"
"2024-10-01 00:00:00","delphi","76"
"2024-10-01 00:00:00","go","170"
"2024-10-01 00:00:00","java","1236"
"2024-10-01 00:00:00","javascript","1475"
"2024-10-01 00:00:00","perl","21"
"2024-10-01 00:00:00","php","555"
"2024-10-01 00:00:00","python","2749"
"2024-10-01 00:00:00","r","695"
"2024-10-01 00:00:00","ruby","49"
"2024-10-01 00:00:00","swift","375"
"2024-11-01 00:00:00","assembly","95"
"2024-11-01 00:00:00","c","391"
"2024-11-01 00:00:00","c#","1185"
"2024-11-01 00:00:00","c++","791"
"2024-11-01 00:00:00","delphi","52"
"2024-11-01 00:00:00","go","113"
"2024-11-01 00:00:00","java","1006"
"2024-11-01 00:00:00","javascript","1290"
"2024-11-01 00:00:00","perl","20"
"2024-11-01 00:00:00","php","461"
"2024-11-01 00:00:00","python","2507"
"2024-11-01 00:00:00","r","629"
"2024-11-01 00:00:00","ruby","66"
"2024-11-01 00:00:00","swift","328"
"2024-12-01 00:00:00","assembly","89"
"2024-12-01 00:00:00","c","323"
"2024-12-01 00:00:00","c#","1004"
"2024-12-01 00:00:00","c++","650"
"2024-12-01 00:00:00","delphi","41"
"2024-12-01 00:00:00","go","111"
"2024-12-01 00:00:00","java","1055"
"2024-12-01 00:00:00","javascript","1246"
"2024-12-01 00:00:00","perl","24"
"2024-12-01 00:00:00","php","394"
"2024-12-01 00:00:00","python","2409"
"2024-12-01 00:00:00","r","520"
"2024-12-01 00:00:00","ruby","47"
"2024-12-01 00:00:00","swift","292"
"2025-01-01 00:00:00","assembly","68"
